ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
service,1,everyone treats you like you were part of the family .,1,0.015958506613969803,0.01135376375168562,0.9726877808570862,True
ambience,1,"sure , the setting is nice .",1,0.026987658813595772,0.05350281298160553,0.9195095300674438,True
service,1,my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal .,1,0.29207655787467957,0.1553286910057068,0.5525947213172913,True
miscellaneous,1,we had a good time .,1,0.046786341816186905,0.12308812141418457,0.8301255702972412,True
miscellaneous,0,came looking for this place because i heard good things .,1,0.049962177872657776,0.046426061540842056,0.9036117196083069,False
miscellaneous,1,i came here for my friend 's birthday and keep coming back ever since .,1,0.009075356647372246,0.10427166521549225,0.8866530060768127,True
ambience,1,do n't waste money on decor .,-1,0.7429183125495911,0.019048774614930153,0.23803289234638214,False
food,1,the pickles were great addition .,1,0.008649226278066635,0.016902023926377296,0.9744487404823303,True
food,1,the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth .,1,0.0043595461174845695,0.002026906469836831,0.9936135411262512,True
miscellaneous,0,we ate outside at haru 's sake bar because haru 's restaurant next door was overflowing .,-1,0.672203004360199,0.1024477556347847,0.2253492772579193,False
food,1,"all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !",1,0.002193846506997943,0.0010072357254102826,0.9967988729476929,True
food,1,the service was excellent and the food was delicious .,1,0.007065716665238142,0.003976495936512947,0.9889577627182007,True
ambience,1,"a cool bar with great food , and tons of excellent beer .",1,0.005586132872849703,0.006186157930642366,0.9882276654243469,True
food,1,awsome pizza especially the margheritta slice .,1,0.018094319850206375,0.008648307994008064,0.973257303237915,True
food,1,"the calamari comes with an incredible sauce , and the duck noodles are yummy as well .",1,0.002513239625841379,0.0022233265917748213,0.9952634572982788,True
food,1,too large for just two people but nothing was left .,-1,0.7557044625282288,0.10234160721302032,0.14195393025875092,False
service,1,i 've rarely had a problem with slow staff in the 10 years i 've been going .,1,0.25156739354133606,0.1624792069196701,0.5859534740447998,True
miscellaneous,1,i will be returning .,1,0.2017848938703537,0.08460405468940735,0.7136110663414001,True
food,1,"great wine selection , gigondas is worth the price , and the house champagne is a great value .",1,0.0016952136065810919,0.002032191026955843,0.9962725639343262,True
ambience,1,our family never expected such incredible entertainment in a restaurant .,1,0.019913552328944206,0.03223813325166702,0.9478482604026794,True
ambience,1,"great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .",1,0.0034272896591573954,0.003707476891577244,0.9928652048110962,True
price,1,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",1,0.004296789411455393,0.00639337208122015,0.9893097877502441,True
food,1,the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,1,0.00236180005595088,0.0017543442081660032,0.9958838820457458,True
miscellaneous,-1,"after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table .",-1,0.8383578658103943,0.018812129274010658,0.1428299844264984,True
ambience,1,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",1,0.009089331142604351,0.010653861798346043,0.9802567362785339,True
price,1,and you ca n't beat the prices .,1,0.41533738374710083,0.04275364801287651,0.5419089794158936,True
price,1,for two people with tip was less than $ 25 bucks .,0,0.18971258401870728,0.7731082439422607,0.03717917203903198,False
miscellaneous,1,i 've been there three times and have always had wonderful experiences .,1,0.0035237332340329885,0.014635062776505947,0.9818412065505981,True
service,1,the pizza is delicious and the proprietor is one of the nicest in nyc .,1,0.001337460009381175,0.0030811652541160583,0.995581328868866,True
food,1,i 've never had bad service and the fish is fresh and delicious .,1,0.00259083672426641,0.00153246836271137,0.995876669883728,True
food,1,the pizza is the best if you like thin crusted pizza .,1,0.024067102000117302,0.010526875965297222,0.9654060006141663,True
ambience,-1,oh and it 's too tiny for families with strollers .,-1,0.4102044105529785,0.2274346947669983,0.3623609244823456,True
service,1,"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",-1,0.7021318674087524,0.016114095225930214,0.2817540466785431,False
miscellaneous,1,i am bringing my whole family back next time .,1,0.0034810665529221296,0.0934809222817421,0.903037965297699,True
price,-1,"but for whatever reason , prices are about twice as high .",-1,0.5556144714355469,0.297725111246109,0.14666037261486053,True
miscellaneous,0,tell them herky sent you and get a free confused look from the waiter .,-1,0.48594871163368225,0.03765300288796425,0.4763982892036438,False
price,-1,a little pricey but it really hits the spot on a sunday morning !,1,0.3800135850906372,0.06150916591286659,0.5584772825241089,False
food,1,"more important , the sushi rivals the best in tokyo .",1,0.00930233858525753,0.11097383499145508,0.8797237873077393,True
miscellaneous,0,"i had a late dinner at lucky stike , a great name for a joint if ever i saw one .",1,0.010693672113120556,0.05620957538485527,0.9330967664718628,False
food,1,pastrami or corned beef are juicy and piled high ( ask for extra rye bread ) .,1,0.006803243886679411,0.005776281002908945,0.9874204993247986,True
food,1,the menu has lots of options : i hope to go back to try those potato pancakes .,1,0.061034735292196274,0.045157212764024734,0.893808126449585,True
service,1,"we were worried we would have trouble getting in , but somehow managed to have a short wait .",-1,0.7935901880264282,0.04611677676439285,0.16029302775859833,False
food,-1,"they were dry and disgusting , i did n't even finish my first piece .",-1,0.9875745177268982,0.002744111232459545,0.009681401774287224,True
miscellaneous,0,i 'm sure i 'll return for a final judgement tho .,1,0.07623141258955002,0.12543684244155884,0.7983317375183105,False
miscellaneous,0,i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend .,1,0.008418441750109196,0.2651744782924652,0.7264071106910706,False
food,1,"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",1,0.014417768456041813,0.002085096435621381,0.983497142791748,True
miscellaneous,-1,chance is a joke .,-1,0.4797671139240265,0.20420454442501068,0.31602832674980164,True
price,1,"while they keep the capex to a minimum , they do put some cash into the bagels , because they among the best in the city .",1,0.024369344115257263,0.08345440775156021,0.8921762704849243,True
miscellaneous,1,( besides that there should be more restaurants like it around the city ) .,1,0.20798225700855255,0.26248571276664734,0.5295320153236389,True
service,1,"our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food .",1,0.3745993673801422,0.015509088523685932,0.6098915338516235,True
service,-1,"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",1,0.3270568549633026,0.044531453400850296,0.6284117698669434,False
miscellaneous,0,arigato gozimas yuka !,0,0.05877339467406273,0.47085079550743103,0.4703758656978607,True
price,1,"you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",1,0.10910453647375107,0.020853228867053986,0.8700422644615173,True
service,-1,"drinks got screwed up , she acted put upon .",-1,0.7783046960830688,0.06944622099399567,0.1522490531206131,True
ambience,-1,for those prices and the dressed up atmosphere you expect more and should get more .,1,0.14106512069702148,0.04593933746218681,0.8129954934120178,False
food,1,no gimmicks here -- the food speaks for itself in its freshness and preparation .,-1,0.43244504928588867,0.14872562885284424,0.4188292920589447,False
miscellaneous,-1,not a great place for family or general dining .,1,0.1418321430683136,0.16667886078357697,0.6914889812469482,False
ambience,1,we decided to eat in tea room which was small and cute .,1,0.017346665263175964,0.18243466317653656,0.8002187013626099,True
food,-1,the steak was very fatty and the sauce was overpowering and not very tasty .,1,0.08810684829950333,0.0015400274423882365,0.9103531241416931,False
service,1,"saturday , nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us .",1,0.004450004082173109,0.41509199142456055,0.5804580450057983,True
miscellaneous,1,and when i visit her i make it a point to eat at 'ino at least once daily if not once for the whole trip .,1,0.1319834440946579,0.16830013692378998,0.6997164487838745,True
ambience,-1,"the space is a bit too small for live music , so on jazz nights , it can be loud and cramped .",-1,0.6165151000022888,0.21251243352890015,0.17097239196300507,True
service,-1,there is also very limited seating and there can be a substantial wait in getting food at peak times .,-1,0.5503842234611511,0.05203007534146309,0.3975856602191925,True
service,-1,"the ambience was nice , but service was n't so great .",1,0.19493772089481354,0.01498006097972393,0.7900822162628174,False
miscellaneous,1,i have taken practically every guest that has come to visit me in ny and hooked a few new yorkers onto peep as well .,1,0.004976044408977032,0.10607638210058212,0.8889475464820862,True
miscellaneous,1,after really enjoying ourselves at the bar we sat down at a table and had dinner .,1,0.3136422336101532,0.16445080935955048,0.5219069123268127,True
ambience,-1,"it 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .",1,0.46206703782081604,0.06696813553571701,0.47096481919288635,False
ambience,1,i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,1,0.0022559086792171,0.004018097650259733,0.9937260746955872,True
food,1,"a cool bar with great food , and tons of excellent beer .",1,0.0025840732268989086,0.0016636516666039824,0.9957523345947266,True
food,1,"we started with lox and mussels ( the best ive ever had , ever ) and had the cod and trout for dinner .",1,0.004284931346774101,0.006782442796975374,0.9889326095581055,True
service,1,the all-italian staff is warm and engaging from the start .,1,0.006779226940125227,0.0018262144876644015,0.991394579410553,True
miscellaneous,1,wonderful !,1,0.0066570499911904335,0.008782204240560532,0.9845607280731201,True
food,-1,not enough wines by the glass either .,-1,0.5533948540687561,0.07884914427995682,0.3677560091018677,True
ambience,1,perfect for dates !,1,0.009419091045856476,0.01642712950706482,0.9741538166999817,True
ambience,-1,too cold to enjoy .,1,0.15285563468933105,0.08175035566091537,0.7653939723968506,False
ambience,-1,decor leaves something to be desired .,-1,0.619160532951355,0.043945226818323135,0.3368942141532898,True
service,1,"the chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",1,0.010470801964402199,0.0028292592614889145,0.9866999387741089,True
miscellaneous,0,i would recommend reservations on weekends though .,1,0.04502939060330391,0.31119635701179504,0.6437742710113525,False
service,-1,murray wo n't do it .,-1,0.736903965473175,0.06824378669261932,0.19485226273536682,True
food,1,"the menu consisted of standard brassiere food , better then places like balthazar etc .",1,0.1852864772081375,0.24062056839466095,0.5740929841995239,True
price,-1,i ate here a week ago and found most dishes average at best and too expensive .,-1,0.624275803565979,0.05115893483161926,0.3245652914047241,True
miscellaneous,1,for sure i will keep coming back because i feel really this restaurant deserves .,1,0.23337925970554352,0.022236064076423645,0.7443847060203552,True
miscellaneous,-1,do n't look down your nose at me like that ...,-1,0.8111162185668945,0.02258811518549919,0.1662956327199936,True
ambience,1,the ambience is authentic and relaxing and we have always received attentive and prompt service .,1,0.004567272961139679,0.0015903690364211798,0.993842363357544,True
miscellaneous,0,"ok , for all of us growing up in the village of nyc , we have spoiled by a plethora of restaurants , most of which stay open very late .",0,0.002705724909901619,0.8129795789718628,0.18431459367275238,True
food,1,"i do n't like indian food too much and this was delicious , however you want to factor that into the equation .",1,0.28431034088134766,0.058038707822561264,0.6576509475708008,True
food,1,"to be completely fair , the only redeeming factor was the food , which was above average , but could n't make up for all the other deficiencies of teodora .",-1,0.6751649379730225,0.0157476719468832,0.3090873658657074,False
miscellaneous,1,sexy .,1,0.04774556681513786,0.07978092133998871,0.8724735379219055,True
service,1,"the service , wine selection , ambiance are all outstanding and deserve recognition .",1,0.005526515189558268,0.0033266416285187006,0.9911468625068665,True
food,1,"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",1,0.009285283274948597,0.030396567657589912,0.9603182077407837,True
miscellaneous,-1,horrible .,-1,0.886323869228363,0.05977088585495949,0.05390522629022598,True
price,1,bottles of wine are cheap and good .,1,0.011162327602505684,0.005170524585992098,0.9836671352386475,True
miscellaneous,1,i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am .,1,0.006320207379758358,0.17532344162464142,0.8183563947677612,True
ambience,1,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",1,0.004250735975801945,0.0020411002915352583,0.9937081336975098,True
service,1,"although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",1,0.09028451889753342,0.11529077589511871,0.7944246530532837,True
ambience,1,"great spot , whether looking for a couple of drinks or quiet dinner .",1,0.007674924097955227,0.08288133889436722,0.909443736076355,True
ambience,0,it 's a much more grown up restaurant compared to the rest of the street .,0,0.09189826250076294,0.6502458453178406,0.25785592198371887,True
food,0,"southern indian cuisine is still there , too .",0,0.0331307090818882,0.5656247735023499,0.401244580745697,True
miscellaneous,0,i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people .,1,0.032019246369600296,0.2057269662618637,0.7622537612915039,False
miscellaneous,0,my boyfriend and i were in ny for a few days and pastis was a place that came recommended .,0,0.021730570122599602,0.7020801305770874,0.27618926763534546,True
food,-1,"their calzones are horrific , bad , vomit-inducing , yuck .",-1,0.9641953110694885,0.007417709566652775,0.028386995196342468,True
ambience,-1,big and gawky on the outside .,-1,0.5749966502189636,0.08315214514732361,0.34185123443603516,True
food,1,"while the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .",1,0.0832129716873169,0.09283113479614258,0.8239558339118958,True
food,1,our food was great too !,1,0.07641371339559555,0.014335133135318756,0.9092512130737305,True
food,1,the sandwhiches are out-of-this world !,1,0.012762964703142643,0.011078741401433945,0.9761582612991333,True
miscellaneous,1,everyone i bring here always loves it .,1,0.0022673632483929396,0.012603281997144222,0.9851293563842773,True
miscellaneous,1,"it is the type of place to run into old friends and have a late , raucus dinner .",1,0.009211371652781963,0.28444603085517883,0.7063425779342651,True
miscellaneous,1,"that said , i thought scalini fedeli was one of the best dining experiences i 've ever had .",1,0.0040042889304459095,0.012972851283848286,0.9830228686332703,True
ambience,1,not pretentious and very economical .,-1,0.6095319986343384,0.036681562662124634,0.3537864685058594,False
price,1,"you 'll pay at least double at any other italian restaurant in the city , and most still do n't compare .",-1,0.5365525484085083,0.07016324996948242,0.3932842016220093,False
service,-1,"after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table .",-1,0.7327520847320557,0.029811864718794823,0.23743607103824615,True
food,1,"the crust is thin , the ingredients are fresh and the staff is friendly .",1,0.0022362363524734974,0.001967209856957197,0.9957965612411499,True
food,1,"the food is wonderful , tasty and filling , and the service is professional and friendly .",1,0.003919873386621475,0.0010856615845113993,0.9949944019317627,True
ambience,1,"anyhow , we were able to sit as long as we wanted and chat , which was nice .",1,0.012598065659403801,0.047056470066308975,0.9403455257415771,True
food,1,they are served with a free appetizer and the portions are perfect for lunch .,1,0.007533253636211157,0.023569948971271515,0.9688968062400818,True
food,1,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",0,0.04371264576911926,0.7500461935997009,0.20624108612537384,False
ambience,1,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other .,1,0.0030931062065064907,0.007804456166923046,0.9891023635864258,True
food,1,the fries are yummy .,1,0.02025648206472397,0.025696957483887672,0.9540465474128723,True
ambience,1,the service is good and ambience is good for a date or group outing .,1,0.03606728836894035,0.043210696429014206,0.9207220077514648,True
service,-1,"last time i went here , the waitress did n't come back after taking our order .",-1,0.8398304581642151,0.0215148963034153,0.13865461945533752,True
miscellaneous,1,i brought some buddies from ca and they loved it .,1,0.004160433076322079,0.026871876791119576,0.9689676761627197,True
miscellaneous,0,the two star chefs left quite some time ago to open their own place .,1,0.050403840839862823,0.3415684401988983,0.6080276966094971,False
price,-1,the sushi is average and the prices are anything but .,-1,0.5548669099807739,0.2758435308933258,0.16928960382938385,True
ambience,-1,yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .,-1,0.6280862092971802,0.014341553673148155,0.3575722873210907,True
ambience,1,"excellent atmosphere , delicious dishes good and friendly service .",1,0.002882653148844838,0.00372039875946939,0.9933968782424927,True
food,1,"when you want a piece of beef , head on over .",-1,0.4350554049015045,0.13076624274253845,0.43417832255363464,False
miscellaneous,1,this was a repeat visit and we 'll definitely be back again .,1,0.4270752966403961,0.013218800537288189,0.559705913066864,True
service,1,"we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze ( they told me that if i call in the order , they 'd bring it out to the car so i would n't have to look for parking ) .",1,0.006932452321052551,0.2823101878166199,0.710757315158844,True
food,1,decent wine at reasonable prices .,1,0.07729973644018173,0.05947079136967659,0.8632293939590454,True
food,1,their pad penang is delicious and everything else is fantastic .,1,0.00397704541683197,0.009686573408544064,0.986336350440979,True
ambience,1,cozy romantic atomosphere with only around 15 tables at most .,1,0.00318662216886878,0.010224046185612679,0.9865893125534058,True
food,1,"the staff was very attentive , the ambience lovely , and the food superb .",1,0.0034540577325969934,0.001359356683678925,0.9951866269111633,True
service,1,fast service .,1,0.043733734637498856,0.15058165788650513,0.8056846261024475,True
miscellaneous,0,my friends and i came across this place while walking in the village .,1,0.012089467607438564,0.19518055021762848,0.792729914188385,False
food,-1,"the red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .",-1,0.9492635726928711,0.0014378349296748638,0.04929863288998604,True
food,1,"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",1,0.0066763414070010185,0.010335132479667664,0.9829885363578796,True
miscellaneous,0,when we walked in it seemed like it was there for 200 years .,-1,0.6896858811378479,0.1761980503797531,0.13411612808704376,False
ambience,1,the owner and staff are all japanese as well and that adds to the entire ambiance .,1,0.03270559012889862,0.0083784069865942,0.9589160084724426,True
miscellaneous,-1,"this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .",-1,0.6173098683357239,0.10935582220554352,0.273334264755249,True
price,-1,the food was very expensive ( we spent $ 160 for lunch for two ) but extremely tasty .,1,0.4480532109737396,0.0195616427809,0.5323851108551025,False
food,1,the lava cake dessert was incredible and i recommend it .,1,0.007119320333003998,0.00225460366345942,0.9906260967254639,True
miscellaneous,0,i went to del frisco 's friday night with my boyfriend for an 8:00 reservation .,0,0.0023794928565621376,0.9724783301353455,0.025142109021544456,True
miscellaneous,1,vt is what baby pizzas hope to be when they grow up .,1,0.0063714231364429,0.048531316220760345,0.9450972676277161,True
price,1,"if you 're looking for a great meal at a decent price , go to del frisco 's !",1,0.02696160040795803,0.0214760173112154,0.9515624046325684,True
service,1,any if you have a reservation you 'll wait for max 5 minutes - so have a drink at the bar .,1,0.27999603748321533,0.11242494732141495,0.6075789332389832,True
food,1,"if you want some roast duck , pork or chicken on rice with ginger , try them out !",1,0.0298500694334507,0.011347613297402859,0.9588022828102112,True
miscellaneous,1,everything about this restaurant was special .,0,0.21524129807949066,0.449110209941864,0.33564847707748413,False
miscellaneous,1,it 's simply the best meal in nyc .,1,0.018423914909362793,0.021601829677820206,0.9599742293357849,True
service,-1,it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool .,-1,0.7921608090400696,0.029441598802804947,0.17839756608009338,True
food,1,"do n't go alone -- -even two people is n't enough for the whole experience , with pickles and a selection of meats and seafoods .",1,0.018242595717310905,0.015146132558584213,0.9666112065315247,True
miscellaneous,0,i read the other review and have to say i had the opposite experience here last sunday .,0,0.004700816236436367,0.6705508828163147,0.3247483968734741,True
miscellaneous,-1,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",1,0.19827640056610107,0.0131838358938694,0.7885397672653198,False
miscellaneous,1,you ca n't go wrong with this place .,-1,0.5021782517433167,0.05604642629623413,0.44177544116973877,False
miscellaneous,-1,a thai restaurant out of rice during dinner ?,0,0.22595156729221344,0.7323497533798218,0.04169869050383568,False
miscellaneous,0,this is the first time citysearch did't call it right .,1,0.15054672956466675,0.3053932785987854,0.5440599918365479,False
miscellaneous,0,bring your appetites .,1,0.03534570708870888,0.19796329736709595,0.7666909694671631,False
ambience,1,great atmoshere and worth every bit .,1,0.012567661702632904,0.00513833574950695,0.9822940230369568,True
price,-1,it is very overpriced and not very tasty .,-1,0.6955746412277222,0.008289319463074207,0.2961359918117523,True
price,1,"they have it all -- great price , food , and service .",1,0.020856330171227455,0.02715766429901123,0.9519859552383423,True
ambience,1,"the place is sleek , modern and playfull and i will return again frequently .",1,0.0031233683694154024,0.0019989891443401575,0.9948775768280029,True
food,1,lucky strike is a great casual place to just grab a bite to eat .,1,0.006449556443840265,0.00665018567815423,0.986900269985199,True
miscellaneous,1,"when i saw that their website had a link to da ciro in napoli , i knew there was going to be good pizza !",1,0.004910457879304886,0.011895311065018177,0.9831941723823547,True
ambience,1,the service is fine and they allow you to enjoy the view .,1,0.011144216172397137,0.02548842690885067,0.9633673429489136,True
food,-1,the pizza was delivered cold and the cheese was n't even fully melted !,-1,0.8704887628555298,0.0056820157915353775,0.1238291785120964,True
miscellaneous,1,look foward to trying the ruben upon returning .,1,0.01516653224825859,0.026299146935343742,0.958534300327301,True
service,1,"a very inviting restaurant , with friendly service .",1,0.0015788720920681953,0.003159670624881983,0.9952614903450012,True
miscellaneous,1,"on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt .",1,0.0028113469015806913,0.058943457901477814,0.9382451772689819,True
miscellaneous,0,i have been to spice three times- twice during lunch and once at dinner .,0,0.11017803102731705,0.7384465932846069,0.15137536823749542,True
service,-1,"only complaint would be that at an average cost of $ 12- $ 15 per meal , i 'd like not to have to worry about finding a seat !",-1,0.7728877067565918,0.022182397544384003,0.20492982864379883,True
ambience,1,"the in-house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",1,0.001758030615746975,0.008027007803320885,0.9902149438858032,True
miscellaneous,1,"when i arrived at orsay i was thrown back , in a veyr good sense .",1,0.02982865460216999,0.022622767835855484,0.9475486278533936,True
food,1,"the owner is very friendly and a great guy , go try his pizza , you 'll like it !",1,0.0030047318432480097,0.002511616563424468,0.9944836497306824,True
price,1,"while this can hardly be called a restaurant , it is possibly the best deal in manhatten : $ 4 for a plate heaped with rice and 2-3 entrees .",1,0.10078463703393936,0.13439002633094788,0.7648254036903381,True
food,1,the yellowtail was particularly good as well .,1,0.011490678414702415,0.036381229758262634,0.9521280527114868,True
miscellaneous,1,and evaluated on those terms pastis is simply wonderful .,1,0.03246566280722618,0.03548196330666542,0.9320523142814636,True
miscellaneous,1,i recently tried suan and i thought that it was great .,1,0.00649380125105381,0.06141524389386177,0.9320909380912781,True
food,1,the dinner menu is diverse and top-notch as well .,1,0.0030761784873902798,0.006659412290900946,0.9902644157409668,True
miscellaneous,1,"pricey , but worth a try , at least once .",-1,0.5831387042999268,0.03751153498888016,0.3793497085571289,False
ambience,1,"to me it exemplifies soho , cute , artsy , interesting .",1,0.006278124637901783,0.019408173859119415,0.9743136763572693,True
miscellaneous,1,i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine .,1,0.061351921409368515,0.024647610262036324,0.914000391960144,True
miscellaneous,1,thanks bloom 's for a lovely trip .,1,0.009212765842676163,0.022362355142831802,0.968424916267395,True
service,1,the prices were cheap compared to the quality of service and food .,-1,0.5096005201339722,0.033660635352134705,0.45673879981040955,False
service,1,"but when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .",1,0.45501986145973206,0.009348072111606598,0.5356320738792419,True
ambience,1,this place is the most japanese it can ever get .,1,0.2884385585784912,0.05619175359606743,0.6553696990013123,True
miscellaneous,1,keep up the good work .,1,0.012160668149590492,0.03942189738154411,0.9484174251556396,True
food,1,"service is great , takeout is good too .",1,0.04393470287322998,0.004781283438205719,0.9512840509414673,True
service,1,"his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",1,0.0012867781333625317,0.0012722889659926295,0.9974409341812134,True
miscellaneous,0,i was there on sat .,0,0.20768633484840393,0.6432893872261047,0.14902429282665253,True
miscellaneous,0,i went there in late afternoon for some bite size food and refleshment with my date .,0,0.007262460421770811,0.6859961748123169,0.3067413568496704,True
miscellaneous,0,( la rosa is connected by a swinging door to the mexican restaurant pacifico ) .,0,0.004762446507811546,0.9724103808403015,0.022827155888080597,True
service,0,service and food is what any one would expect when spending that type of money .,1,0.4343405067920685,0.1311122179031372,0.4345472455024719,False
service,-1,they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,-1,0.9536255598068237,0.03448159247636795,0.01189286820590496,True
food,0,stuffing yourself with japanese food is a rare thing .,1,0.14254379272460938,0.19367387890815735,0.6637823581695557,False
food,1,"you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",1,0.16118547320365906,0.020718378946185112,0.8180961012840271,True
service,1,winnie and her staff are the best crew you can find serving you .,1,0.0105355866253376,0.0015857421094551682,0.9878786206245422,True
food,1,i really recommend the very simple unda ( egg ) rolls .,1,0.008090045303106308,0.05533163249492645,0.9365783333778381,True
food,1,simple comfort food and what hot and lage portions .,1,0.0031852612737566233,0.010174490511417389,0.9866402745246887,True
price,-1,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",-1,0.7584241628646851,0.03414962813258171,0.20742622017860413,True
food,-1,"an excellent alternative to fast food joints and ordering in but , the food was slightly disappointing .",1,0.31576311588287354,0.004052383359521627,0.6801844239234924,False
food,1,the exotic food is beautifully presented and is a delight in delicious combinations .,1,0.0022543224040418863,0.004171335604041815,0.993574321269989,True
miscellaneous,0,i live on the street this place is on .,0,0.03984327241778374,0.5648202896118164,0.39533641934394836,True
price,1,"good music , great food , speedy service affordable prices .",1,0.0037037248257547617,0.004798608366400003,0.9914976954460144,True
food,1,killer sushi !,1,0.04910537227988243,0.20815834403038025,0.7427362203598022,True
miscellaneous,-1,i do n't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer .,1,0.4267607629299164,0.06836787611246109,0.5048713684082031,False
ambience,-1,"like others have said , do n't expect the restaurant to make a nite out romantic for you and yes , a busy restaurant may require you to wait .",1,0.2978348433971405,0.24981601536273956,0.4523492157459259,False
service,-1,"one would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",-1,0.7582206130027771,0.015673678368330002,0.226105734705925,True
food,1,"i did n't take a look at the rest menu , but the oysters were fantastic .",1,0.06050674244761467,0.006251074839383364,0.9332422018051147,True
food,1,"however , looking at the table next to ours , we both sort of wished we had ordered pizza , which looked perrrrrrrrrfect .",1,0.39679813385009766,0.09804520756006241,0.5051566362380981,True
food,-1,it was not above ordinary and the beef version had cheap ( undercooked ) beef .,-1,0.9338290691375732,0.020787764340639114,0.04538311809301376,True
food,1,the pizza is yummy and i like the atmoshpere .,1,0.0017705259378999472,0.0068793026730418205,0.9913501739501953,True
ambience,1,"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters , the tanks at ping 's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .",1,0.3749236464500427,0.09466345608234406,0.5304128527641296,True
food,1,"they sell special sushi , everything have a topping , sauce and etc .",1,0.19418352842330933,0.25588542222976685,0.5499311089515686,True
miscellaneous,1,"i have had so many dinners here and it 's always been perfect - on a date with my husband , with my mom , with girlfriends and larger groups .",1,0.0040382444858551025,0.3852126896381378,0.6107490658760071,True
ambience,-1,service was also horrible and the ambience is not that great .,-1,0.7503202557563782,0.005603206809610128,0.24407655000686646,True
ambience,1,decor is charming .,1,0.02475222572684288,0.01997270993888378,0.9552749991416931,True
miscellaneous,1,i will go back to suan soon !,1,0.05626271292567253,0.02344650961458683,0.9202908277511597,True
miscellaneous,1,check it out .,1,0.06075736880302429,0.37217313051223755,0.5670694708824158,True
food,1,"my personal favorite is an everything bagel with lox spread , but all the bagles are unbeliavably good .",1,0.0013958611525595188,0.10649218410253525,0.8921119570732117,True
